HH_ZeroBasedRecordID	GENDER	COMBINED AGE	EDUCATION MODEL	MARITAL STATUS	OCCUPATION GROUP V2	CITY NAME	STATE ABBREVIATION	Political Contributor	Religious Contributor	MAIL RESPONDER	Opportunity seeker	DWELLING UNIT SIZE	DWELLING TYPE	Num_Adults in LU	Religious Magazine	Upscale Merch Buyer	General Contributor	General Merch buyer	Gifts and Gadgets Buyer	Gardening Buyer	Gardening Magazinr	Sports Magazine Male	News and finance	fitness magazine	Health Contributor	Male Merch Buyer	Female Orient Magazine	Culinary Magazine	D-I-Yers	Crafts Hobby Buyer	Female Merch buyer	Special Foods Buyer	Family Magazine	CHILDREN: AGE 0-18 VERSION 3	LENGTH OF RESIDENCE	HTZ_CUSTID	HTZ_CITY	HTZ_ZIP	HTZ_STATE	EST HOUSEHOLD INCOME V5	CURRENT_TIER	GPR_ENROLL_DATE	EMAIL_OPTIN	AP_RNTLS	OAP_RNTLS	INS_ANCIL_RNTLS	NONINS_ANCIL_RNTLS	EARNED_PTS	D_RNTLS	ID_RNTLS	NUM_1D_RNTLS	NUM_2D_RNTLS	NUM_3D_RNTLS	NUM_4D_RNTLS	NUM_5D_RNTLS	NUM_GT5D_RNTLS	REVENUE	NUM_RENTALS
109737231	M	E56	12	0U	I2	GLENDALE	AZ	0	0	U	0	A	S	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	19	204351075	GLENDALE	85308625211	AZ 	E	RG	12/24/1996	Y	3	0	0	0	0	3	0	2	0	1	0	0	1	653.38	3
7095899	M	E39	13	1M	K4	MOUNTAINSIDE	NJ	0	0	M	0	A	S	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5Y	7	204351088	MOUNTAINSIDE	7092	NJ 	L	RG	7/8/2002	N	17	0	0	0	1874	0	17	6	9	2	0	0	11	1234.28	17
105043981	F	E42	51	5M	I6	DENVER	CO	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	5	204351091	WESTMINSTER	80234260335	CO 	F	FG	4/10/2002	Y	18	0	0	0	2796	18	1	0	4	10	2	0	19	1803.31	19
113320694	M	E42	12	1M	I1	RENO	NV	0	0	Y	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	5	204351092	RENO	89511851181	NV 	J	FG	8/15/2008	Y	41	1	0	0	275	27	15	19	13	2	4	1	23	3681.48	42
75297267	M	E58	53	5M	I1	SAINT PAUL	MN	0	0	U	0	I	A	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	2	204351102	SAIT PAUL	55101	MN 	F	PC	7/25/2002	Y	52	9	0	0	11148	16	52	5	25	22	8	2	63	7194.03	68
6424268	M	E55	13	1M	K1	WILTON	CT	0	0	U	0	A	S	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	25	204351103	WILTON	6897	CT 	K	FG	5/4/2012	Y	4	5	3	0	0	0	12	2	3	1	1	0	10	4832.3716	12
44336329	M	E39	12	1M	I6	MELBOURNE	FL	0	0	M	0	A	S	2	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	5Y	12	204351113	MELBOURNE	32934	FL 	F	FG	4/5/2012	Y	4	0	0	0	1560	4	0	1	0	1	1	1	3	1500.33	4
120762763	M	E34	54	0U	I1	ANAHEIM	CA	0	0	M	0	A	S	4	0	0	0	1	0	0	0	0	3	0	3	0	1	0	0	0	0	1	1	5N	27	204351125	ANAHEIM	92807405347	CA 	H	RG	3/22/2006	Y	1	0	0	0	0	1	0	0	0	0	0	0	1	215.49	1
78104175	F	E54	13	1M	K3	PLENTYWOOD	MT	0	0	M	1	A	S	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5N	21	204351130	PLENTYWOOD	59254	MT 	E	RG	9/3/2012	Y	0	3	0	0	0	3	0	2	1	0	0	0	1	67.04	3
125028572	M	E67	53	1M	K4	GILROY	CA	0	0	M	0	A	S	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	5N	27	204351136	GILROY	95020	CA 	F	RG	4/23/2012	Y	1	0	0	0	0	0	1	0	0	0	0	0	1	105.75	1
81103869	M	E48	54	5M	I2	CHICAGO	IL	0	0	M	0	A	S	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	5U	16	204351157	CHICAGO	60631	IL 	H	RG	5/24/2011	Y	11	0	0	0	1036	3	8	3	3	3	2	0	8	984.6	11
104737891	F	E48	53	1M	I5	DENVER	CO	0	0	M	0	I	A	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	5N	5	204351158	DENVER	80203	CO 	F	RG	11/11/2010	Y	3	0	0	0	0	0	3	1	1	1	0	0	2	339.08	3
123525465	F	E59	14	1M	I1	PALO ALTO	CA	0	0	M	0	A	S	4	0	0	0	2	2	0	0	0	1	1	2	0	0	0	0	0	2	0	2	5N	24	204351191	PALO ALTO	94301351760	CA 	L	RG	3/22/2006	Y	2	0	0	0	0	2	0	0	1	1	0	0	2	332.47	2
5616557	M	E55	53	0U	I2	BRANFORD	CT	0	0	M	0	A	S	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	5N	13	204351194	BRANFORD	6405	CT 	D	RG	10/11/2009	Y	2	1	0	0	172	2	2	2	1	0	0	0	2	572.5916	4
14054663	M	E64	13	1M	K3	HUNTINGTON STATION	NY	1	0	M	0	A	S	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	14	204351202	HUNTINGTON STATION	11746455203	NY 	K	RG	10/5/1995		1	1	0	0	275	3	0	3	0	0	0	0	0	174.3134	3
111678180	F	I20	53	0U	I3	WHITE ROCK	NM	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	13	204351217	LOS ALAMOS	87547	NM 	J	FG	10/16/2011	Y	5	0	0	0	1143	1	4	0	0	4	1	0	5	567.65	5
26888526	F	E50	14	1M	K3	FREDERICKSBURG	VA	0	0	M	0	A	S	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	7	204351218	FREDERICKSBURG	22407934218	VA 	D	RG	1/6/1994	N	1	0	0	0	0	1	0	1	0	0	0	0	0	138.25	1
100890976	M	E51	54	1M	I1	NEW BRAUNFELS	TX	1	0	M	0	A	S	3	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1Y	8	204351228	NEW BRAUNFELS	781323886	TX 	H	PC	9/3/2015	Y	57	0	1	0	8959	8	49	9	13	10	15	2	48	6448.98	57
39144757	M	E63	54	1M	K3	ATLANTA	GA	3	1	M	1	H	A	5	0	1	0	2	3	0	1	0	7	5	2	2	0	3	6	2	7	0	5	5U	16	204351231	ATLANTA	30307105833	GA 	H	RG	7/12/2001	N	5	0	2	0	275	5	0	2	0	0	2	0	3	812.91	5
36938845	M	E66	51	1M	I9	FORT MILL	SC	0	0	Y	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	9	204351235	FORT MILL	29707580226	SC 	A	RG	9/30/2005	Y	1	1	1	0	275	0	2	0	0	0	2	0	2	300.72	2
849969	M	E34	54	1M	I1	WAYLAND	MA	0	0	Y	0	A	S	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5Y	3	204351255	WAYLAND	1778	MA 	J	RG	4/30/2012	Y	1	0	0	0	110	2	0	1	0	0	0	0	1	588.738	2
3555229	F	E59	54	1M	I4	LACONIA	NH	0	0	M	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5N	9	204351278	LACONIA	3246238719	NH 	H	RG	3/15/2000	N	5	0	0	0	518	0	5	0	0	4	0	0	5	735.37	5
102651435	M	I82	51	5M	I8	ROUND ROCK	TX	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	3	204351279	ROUND ROCK	78681	TX 	E	RG	8/29/2008	Y	4	0	0	0	0	3	1	0	0	3	1	0	4	580.76	4
124218949	M	E53	52	1M	K4	PLEASANTON	CA	1	0	M	1	A	S	2	0	0	0	1	2	0	0	1	1	4	0	0	0	0	0	0	1	0	0	1Y	44	204351290	PLEASANTON	94566731623	CA 	G	RG	8/3/2000	Y	5	1	1	0	275	6	0	1	2	0	3	0	5	697.26	6
29309923	M	E59	51	1M	I1	LYNCHBURG	VA	0	0	M	1	A	S	4	0	0	0	2	1	0	0	1	0	4	2	0	0	1	2	2	2	1	2	5N	26	204351294	LYNCHBURG	24502	VA 	F	PC	7/12/2012	Y	12	2	1	0	9548	3	14	1	1	1	0	1	16	12521.23	17
67800397	M	E47	51	5M	I2	CANTON	MI	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	16	204351312	CANTON	48188	MI 	H	RG	7/6/2010	N	1	0	0	0	595	1	1	0	0	0	0	0	2	505.3852	2
62420171	M	E56	52	1M	I1	HAMILTON	OH	1	1	M	0	A	S	4	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1Y	11	204351314	LIBERTY TWP	45011726268	OH 	L	RG	12/12/1995	Y	2	1	0	0	0	3	0	0	2	0	0	0	3	629.39	3
42995349	M	E48	13	5M	K1	PENSACOLA	FL	0	0	M	0	A	S	2	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	5U	4	204351336	PENSACOLA	32526	FL 	I	PC	11/20/1999	Y	6	0	0	0	865	5	1	0	1	2	0	0	6	810.1	6
92806249	M	E49	14	1M	K3	OWASSO	OK	0	0	M	0	A	S	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1Y	19	204351337	OWASSO	74055	OK 	H	PC	7/16/2012	Y	53	14	0	0	9932	13	54	41	12	7	3	0	26	7414.16	67
132146897	M	E59	14	1M	K3	TACOMA	WA	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	8	204351349	TACOMA	98403301905	WA 	H	FG	8/4/2009	Y	19	1	0	0	2858	20	0	1	6	8	1	0	19	4036.97	20
43423772	M	E74	12	1M	I9	APOPKA	FL	1	0	M	0	A	S	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5N	33	204351352	APOPKA	32703	FL 	D	RG	9/7/2012	Y	4	15	2	0	5046	18	1	0	2	5	1	1	19	5748.94	19
28863935	M	E62	54	1M	I1	BLACKSBURG	VA	0	0	M	0	A	S	5	0	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	3	0	2	5N	11	204351353	BLACKSBURG	24060920311	VA 	D	PL	10/16/2003	Y	89	0	0	0	9432	21	72	50	10	19	11	1	43	7891.2937	93
115373665	M	E31	54	5M	I8	LONG BEACH	CA	0	0	M	0	A	S	5	0	2	0	3	2	0	0	0	0	1	2	1	0	0	0	0	3	0	2	1Y	7	204351365	LONG BEACH	908032044	CA 	H	RG	11/17/1998	N	7	1	0	0	275	2	6	0	2	0	3	0	8	2155.41	8
115491933	M	E62	13	1M	I6	LONG BEACH	CA	0	0	U	0	H	A	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	4	204351368	LONG BEACH	90813	CA 	L	RG	12/23/1998	Y	10	0	2	0	0	11	3	4	4	3	1	1	10	1839.3928	14
75585647	M	E59	13	1M	K3	SAINT PAUL	MN	0	0	U	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	14	204351383	WOODBURY	55129429494	MN 	H	RG	10/3/2000	Y	7	2	1	0	562	6	3	0	0	4	1	2	9	1518.03	9
105316682	M	E58	14	1M	I1	LONGMONT	CO	0	0	U	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	22	204351403	LONGMONT	80503163337	CO 	F	RG	4/15/2007	N	3	0	1	0	532	0	4	2	0	0	0	0	2	1261.037	4
86325206	M	E39	53	1M	I2	OLATHE	KS	0	0	M	0	A	S	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1Y	4	204351413	OLATHE	60124570344	KS 	G	RG	8/9/2011	Y	0	1	0	0	1138	4	0	0	0	1	0	0	4	588.32	4
122859933	M	E40	53	1M	K4	DALY CITY	CA	0	0	U	0	D	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	6	204351425	DALY CITY	94014	CA 	G	RG	10/11/2011	Y	0	1	0	0	0	0	1	0	0	0	0	0	1	195.41	1
11974064	F	E75	53	0U	I9	BROOKLYN	NY	5	0	M	0	E	A	5	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	5N	20	204351437	BROOKLYN	112014840	NY 	K	RG	10/7/1992	Y	4	0	0	0	275	2	2	0	2	0	1	0	4	610.37	4
56293181	M	E75	54	1M	I9	JACKSON	MS	0	1	M	0	A	S	4	0	0	0	1	0	0	0	1	0	7	1	0	0	1	0	1	1	0	1	5N	19	204351443	JACKSON	39216471449	MS 	E	PL	12/7/2006	N	4	0	2	0	250	7	0	1	0	1	4	0	6	3907.4446	7
110962782	M	E53	52	1M	K3	KIRKLAND	AZ	0	0	Y	0	A	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5N	5	204351444	KIRKLAND	86332	AZ 	E	RG	4/7/2013	Y	0	2	0	0	331	2	0	0	0	0	0	0	2	508.62	2
98954264	M	E33	55	0U	I6	HUMBLE	TX	0	0	M	0	A	S	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	5N	15	204351451	HUMBLE	77346	TX 	F	RG	9/5/2012	Y	8	0	0	0	217	7	1	2	2	1	3	0	6	991.86	8
84266773	M	E58	54	1M	I1	DEFIANCE	MO	0	0	U	0	A	S	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	8	204351457	DEFIANCE	63341132214	MO 	F	RG	9/27/2000	Y	2	0	0	0	275	1	1	0	1	0	1	0	2	167.76	2
108479880	F	I78	53	1M	I5	PHOENIX	AZ	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	32	204351462	PHOENIX	85020405111	AZ 	G	RG	3/25/1998	N	6	1	0	0	333	7	0	0	1	3	1	0	7	634.18	7
131873692	M	E61	13	1M	K3	GIG HARBOR	WA	0	0	M	0	A	S	3	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	5N	15	204351473	GIG HARBOR	983329564	WA 	J	RG	11/23/1999	N	2	0	0	0	275	1	1	0	1	0	1	0	2	115.48	2
105319340	M	E50	54	1M	I1	LONGMONT	CO	0	0	M	0	A	S	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	13	204351475	LONGMONT	80503	CO 	J	RG	4/20/2011	N	2	1	0	0	633	1	2	1	0	0	0	1	2	535.16	3
64650501	M	E40	53	1M	I1	INDIANAPOLIS	IN	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	13	204351479	INDIANAPOLIS	46234315826	IN 	G	FG	10/17/2003	Y	42	5	1	0	8373	6	45	4	1	5	27	2	47	6612.43	51
125578796	M	I33	53	5M	I4	SAN JOSE	CA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	4	204351490	SAN JOSE	95136	CA 	F	RG	3/26/2010	N	8	0	0	0	1066	0	8	2	2	1	1	0	6	1122.58	8
44249037	F	E60	52	5U	I7	PALM BAY	FL	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	0	204351496	PALM BAY	329054816	FL 	H	RG	1/3/1997	N	19	0	1	0	1315	6	13	13	0	2	0	1	6	1532.49	19
113118739	M	E64	53	5U	I1	GLENBROOK	NV	0	0	U	0	A	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	11	204351547	GLENBROOK	89413054141	NV 	J	RG	10/27/2010	Y	5	0	0	0	0	4	1	0	2	2	1	0	5	711.02	5
24618744	F	E68	13	5M	K3	DERWOOD	MD	0	0	M	0	A	S	3	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	2	5N	34	204351550	ROCKVILLE	208552574	MD 	J	RG	5/26/1992	Y	1	0	0	0	0	1	0	0	0	0	0	0	1	131.03	1
27732871	F	E36	53	5M	K3	HENRICO	VA	0	0	Y	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	8	204351575	RICHMOND	23229	VA 	I	RG	8/19/2009	N	3	0	0	0	644	2	1	1	0	1	1	0	2	368.65	3
116091437	M	E44	52	5M	K3	SANTA CLARITA	CA	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	1	204351584	SANTA CLARITA	91350	CA 	H	PC	9/19/2008	Y	71	45	0	0	15529	117	10	60	38	16	11	1	67	12150.73	127
47435466	M	E67	54	1M	I9	TAMPA	FL	0	0	M	1	A	S	3	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	2	0	1	1Y	28	204351589	TAMPA	33624431117	FL 	F	RG	12/3/2007	N	3	0	0	0	183	0	3	0	0	1	0	0	3	476	3
22562219	M	E76	53	1M	I9	WEST CHESTER	PA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	17	204351593	WEST CHESTER	19380575121	PA 	G	RG	12/6/2004	Y	4	0	0	0	0	4	0	0	0	1	1	0	4	738.05	4
27766574	M	E44	13	1M	I1	HENRICO	VA	0	0	U	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	18	204351597	RICHMOND	23233179605	VA 	J	FG	11/9/2001	N	19	0	0	0	1420	2	17	1	0	1	13	0	18	2523.65	19
8302305	F	I34	53	0U	I8	BERNARDSVILLE	NJ	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	26	204351602	BERNARDSVILLE	7924250350	NJ 	L	RG	1/25/2005	Y	1	0	0	0	0	1	1	0	0	0	1	0	2	357.97	2
37865155	M	E65	54	0U	I9	MARIETTA	GA	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	26	204351605	MARIETTA	300622882	GA 	B	RG	1/9/1991	N	1	1	0	0	0	1	1	0	0	0	1	0	2	286.72	2
53313334	F	E40	53	0U	I3	NASHVILLE	TN	0	0	Y	0	A	S	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5Y	4	204351610	NASHVILLE	37204	TN 	J	RG	10/25/2004	Y	5	0	0	0	189	5	0	0	1	1	0	0	5	1429.37	5
13699146	M	E36	54	1M	I2	MERRICK	NY	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	6	204351615	MERRICK	11566	NY 	L	RG	7/1/2008	N	7	0	0	0	0	0	7	0	5	1	1	0	7	987.56	7
23920465	M	E46	12	1M	K4	LEESBURG	VA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	11	204351618	LANSDOWNE	20176383948	VA 	H	RG	1/30/2001	Y	1	0	0	0	275	1	0	0	0	1	0	0	1	147.13	1
12531363	M	E51	54	5S	I6	BROOKLYN	NY	0	0	U	0	E	A	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	16	204351634	BROOKLYN	11225	NY 	F	RG	11/10/2011	Y	0	3	3	0	378	3	0	2	0	1	0	0	1	306.42	3
30257006	F	E47	55	5M	K4	CLARKSBURG	WV	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	2	204351637	CLARKSBURG	26301	WV 	H	RG	9/7/2009	N	2	0	0	0	0	2	0	0	0	0	1	0	2	346.53	2
75808771	M	E50	54	1M	K4	MINNETONKA	MN	0	0	Y	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	13	204351652	MINNETONKA	55345240530	MN 	H	RG	5/10/2006	Y	12	2	0	0	1493	13	1	0	9	4	0	1	14	2192.82	14
130933677	M	E50	13	1M	I1	SAMMAMISH	WA	0	0	M	0	A	S	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	5Y	17	204351673	SAMMAMISH	98075	WA 	K	RG	1/16/2016	Y	1	0	0	0	275	1	0	0	0	0	0	0	1	239.16	1
52859088	M	E68	54	0U	K3	FRANKLIN	TN	0	0	M	0	A	S	3	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	1Y	21	204351676	FRANKLIN	37067582735	TN 	H	RG	9/19/2011	Y	0	1	0	0	186	1	0	0	0	0	0	0	1	185.89	1
101461703	M	E46	12	1M	K1	SAN ANTONIO	TX	0	0	M	0	A	S	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1Y	16	204351680	SAN ANTONIO	78248201702	TX 	H	RG	9/1/1998		1	0	0	0	275	0	1	0	0	0	0	0	1	594.7	1
109394468	M	E84	54	1M	I9	SCOTTSDALE	AZ	0	0	U	0	A	S	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	25	204351684	SCOTTSDALE	85254583713	AZ 	D	RG	3/8/2006	N	4	0	0	0	275	0	4	0	0	3	1	0	4	691.34	4
109607180	M	E50	53	5S	I1	GILBERT	AZ	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	0	204351699	GILBERT	85295	AZ 	E	RG	2/5/2012	Y	19	0	0	0	2115	17	2	4	4	0	6	0	15	2363.37	19
101585062	M	E48	52	1M	I1	SAN ANTONIO	TX	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	6	204351717	SAN ANTONIO	78258	TX 	H	RG	2/4/2000	N	1	0	1	0	0	1	0	0	0	0	0	0	1	979.62	1
14302054	M	I34	54	1M	I8	WANTAGH	NY	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	2	204351720	WANTAGH	11793	NY 	J	RG	6/8/2012	Y	1	3	0	0	431	4	0	2	0	1	1	0	2	439.29	4
41295152	M	E48	52	1M	K1	LEESBURG	GA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	6	204351727	LEESBURG	31763	GA 	B	RG	8/4/2011	N	9	0	0	0	1853	0	9	1	3	2	3	0	8	1422.76	9
70288236	M	E43	13	5M	I1	GRANDVILLE	MI	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	1	204351734	WYOMING	49418	MI 	G	RG	4/18/2005	Y	2	0	0	0	811	1	1	0	0	1	1	0	2	186	2
18053043	M	E36	55	1M	I4	PITTSBURGH	PA	0	0	Y	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	7	204351747	PITTSBURGH	15216	PA 	A	FG	5/30/2011	Y	1	0	0	0	0	0	1	0	0	1	0	0	1	60.72	1
130309780	F	E65	12	0U	I9	SISTERS	OR	0	0	M	2	A	S	5	0	0	0	1	1	0	1	1	2	4	0	1	1	0	1	1	1	0	5	5N	10	204351748	SISTERS	97759954766	OR 	G	PC	10/14/2008	N	3	0	0	0	275	1	2	0	0	0	0	0	3	1950.99	3
100748973	M	E38	53	1M	K3	PIPE CREEK	TX	0	0	M	0	A	S	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1Y	5	204351752	PIPE CREEK	78063	TX 	G	PC	12/19/2011	Y	46	0	0	0	5893	4	42	10	13	16	4	0	36	4244.67	46
125426790	F	E55	52	1M	K5	SAN JOSE	CA	0	0	M	0	A	S	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5N	27	204351770	SAN JOSE	951235250	CA 	G	RG	11/26/2006	N	2	1	0	0	275	3	0	0	0	0	0	0	3	1073.45	3
14143520	M	E62	53	1M	I8	MASSAPEQUA PARK	NY	0	0	M	0	A	S	5	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	7	1	0	5N	43	204351771	MASSAPEQUA PARK	11762112627	NY 	F	RG	3/3/2000	N	1	3	2	0	54	2	2	1	0	1	1	1	3	455.27	4
19835060	M	E57	51	1M	I6	EMIGSVILLE	PA	0	0	M	0	A	P	2	0	0	0	0	0	0	1	0	3	3	0	1	0	2	1	0	0	0	1	5N	10	204351775	EMIGSVILLE	17318005555	PA 	I	RG	1/2/2007	N	1	0	0	0	0	1	0	1	0	0	0	0	0	53	1
110113375	M	E43	52	1M	I2	PEORIA	AZ	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	2	204351793	PEORIA	85382	AZ 	F	FG	1/30/2007	N	8	1	5	0	2462	2	15	0	3	1	3	0	17	11100.487	17
120899205	F	E76	53	1M	K3	NORCO	CA	0	0	M	0	A	S	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	5N	12	204351796	NORCO	92860411879	CA 	E	RG	6/18/2008	Y	0	1	0	0	0	1	0	0	1	0	0	0	1	84.48	1
117924200	M	E59	51	1M	K4	VISTA	CA	1	0	M	1	A	S	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	2	0	1	5U	34	204351807	VISTA	92083307307	CA 	E	RG	7/11/2005	Y	6	0	0	0	1292	6	0	0	0	1	2	2	6	1456.36	6
6277953	M	E61	53	5M	I6	DANBURY	CT	0	0	M	0	A	S	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	22	204351811	DANBURY	6810	CT 	I	RG	5/27/2013	Y	4	0	4	0	1463	3	1	0	2	1	0	0	4	932.89	4
101306308	M	E70	14	1M	K6	SAN ANTONIO	TX	0	0	M	0	A	S	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	31	204351837	SAN ANTONIO	78232360802	TX 	G	RG	3/2/2001	N	8	0	0	0	867	8	0	1	2	1	1	0	7	1650.52	8
114603069	M	E62	53	5U	I2	PACIFIC PALISADES	CA	0	0	U	0	G	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	16	204351858	PACIFIC PALISADES	90272335803	CA 	F	RG	11/14/2007	Y	3	0	0	0	0	3	0	0	0	1	0	0	3	1227	3
54732510	M	E62	51	5S	K3	CORDOVA	TN	0	0	M	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	12	204351870	CORDOVA	38018	TN 	I	RG	6/30/2013	Y	1	0	0	0	275	0	1	0	0	1	0	0	1	66.27	1
79501978	M	E50	53	1M	I1	WHEATON	IL	0	0	M	0	A	S	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1Y	12	204351875	WHEATON	60187333619	IL 	H	RG	2/10/1999	Y	12	0	0	0	1418	0	12	4	5	3	0	0	8	894	12
